relato;area;urgencia
Quero mudar minha chave pix d CPF pra email. Preciso de orientação.;pix;baixa
Pedi empréstimo de R$ 2393 e negaram. Não entendo os critérios. Quero resolver logo pra não dar problema. Fico no aguardo.;emprestimo;media
Oi, boa noite. App dá erro quando tento mudar cadastro. Trava na hora de confirmar. Preciso resolver antes do vencimento. Obrigada.;cadastro;media
Quero juntar duas dívidas em uma. Aceito prazo maior se parcela diminuir. Preciso resolver isso em breve.;emprestimo;media
Boleto da parcela não gerou e vence amanhã. Preciso pagar pra não gerar multa.;emprestimo;alta
Reclamei no BC e responderam lá mas não resolveram. Já passou dos 10 dias. Gostaria de um retorno essa semana. Valeu pela ajuda.;atendimento;media
Compra parcelada cancelada e limite das parcelas futuras não voltou. Meu score não mudou.;cartao;media
Pedi aumento de limite e negaram sem explicação. Nunca atrasei pagamento.;cartao;media
Olá, bom dia. Parcela era R$ 141 mas com taxas fica R$8.316,22. Quero detalhamento de todas cobranças. Agradeço a atenção.;emprestimo;media
E aí. Meu CPF aparece irregular e bloquearam funções. Preciso resolver pra fazer pagamentos urgentes.;conta;alta
Cancelei assinatura da um restaurante no fim de semana e continuam cobrando. Quero que bloqueiem cobranças dessa loja. Conto com vocês.;cartao;media
Não acho informe no app. Prazo da declaração tá chegando.;investimento;baixa
Meu endereço foi mudado e não fui eu. Quero investigação. Tô sem conseguir pagar minhas contas por causa disso.;cadastro;alta
Quero cancelar débito automático e o app não permite. quero cancelar tudo e pagar manualmente. obrigado desde já.;conta;media
Pedi portabilidade há hoje e não liberam. Quero comparar condições antes de decidir. O atendimento não soube explicar.;emprestimo;media
Oi, boa noite. Preciso de segunda via do comprovante pix de R$ 6.080,08. Preciso pra comprovar pagamento. Não tem pressa nenhuma.;pix;baixa
Compra parcelada cancelada e limite das parcelas futuras não voltou. Preciso do limite pra compra importante.;cartao;media
Qual o limite pra pix no período noturno. Preciso de limite maior à noite.;pix;baixa
Apareceram compras no cartão que não reconheço. Total de R$ 104 em lojas que nunca usei. Preciso contestar.;cartao;alta
Oi. Quero elogiar o atendente Patricia. Foi muito atencioso.;atendimento;baixa
Cartão vence esse mês e não chegou substituto. Preciso dele pra semana que vem. Já tentei resolver sozinho e não consegui. Desde já agradeço.;cartao;media
Pessoal. Recebi devolução de R$ 2256 mas veio menos. Já tentei contato com destinatário e não resolve. Quero evitar que piore. Grata.;pix;media
Meu endereço foi mudado e não fui eu. Preciso reverter.;cadastro;alta
Alô. Quero atualizar senha do internet banking. Posso fazer pelo app. Quando puderem me responder.;seguranca;baixa
Oi, boa noite. Boleto veio com valor diferente da parcela. Preciso pagar pra não gerar multa. Quero só entender melhor. Grata.;emprestimo;baixa
Oi gente. Solicitei devolução pelo MED e o prazo passou. O prazo do MED tá acabando e ninguém responde. Queria que agilizassem.;pix;media
Alô. Já passou do prazo legal de resposta. Preciso de data concreta. Conto com vocês.;atendimento;media
Não consigo gerar boleto da parcela atrasada. Preciso pagar urgente pra não negativar.;emprestimo;alta
Pedi cartão novo desde o mês passado e não chegou. No app mostra enviado mas não recebi.;cartao;baixa
Faz 2 dias enviei R$ 407 por pix. mas a pessoa disse que não recebeu, e na minha conta já debitaram. Já faz um tempo e não resolveram.;pix;media
Preciso de cartão extra pra dependente. Qual o limite do adicional.;cartao;baixa
Faz desde semana passada que espero e dizem que tá em análise. Tá em análise desde quando. Podem me ajudar?;atendimento;media
Parcela atrasou porque boleto não foi gerado. Não quero ficar inadimplente.;emprestimo;media
Estão usando meus dados pra fazer pix em meu nome. Preciso que investiguem e bloqueiem tudo. Valeu pela ajuda.;pix;alta
Olá, bom dia. Como registro meu celular novo no app. O app pede verificação.;seguranca;baixa
A função contactless parou d manhã cedo. Prefiro usar só com senha.;cartao;baixa
Atendente disse que não gera protocolo. Me deram número errado. Nada grave. Espero uma solução.;atendimento;baixa
Opa, tudo bem. Preciso aumentar meu limite de pix. Preciso fazer transferência urgente de R$ 27.621,50. Não tem pressa nenhuma. Agradeço a atenção.;pix;baixa
Recebi email pedindo pra atualizar dados bancários. Não cliquei no link.;seguranca;media
Juros do empréstimo são 0.9% ao mês, muito acima do combinado. Os juros combinados não são esses. Preciso resolver antes do vencimento. Espero que resolvam.;emprestimo;media
Como troco minha chave pix. Pode ser outra chave.;pix;baixa
Consignado portado sem autorização. Tá comprometendo meu orçamento. Tão descontando dinheiro da minha conta sem autorização.;emprestimo;alta
Alô. celular foi furtado e precisam bloquear acesso. preciso bloquear o app remotamente. tão descontando dinheiro da minha conta sem autorização. preciso de retorno.;seguranca;alta
Mandei um pix de R$ 27.312,60 ontem. e o dinheiro sumiu, não chegou no destino e não voltou pra mim. Preciso resolver antes do vencimento.;pix;media
Quero migrar investimentos de 12 reais pra outra corretora. Preciso que liberem logo.;investimento;media
Rendimento dos últimos meses tá abaixo do CDI. Prometeram acima da poupança quando apliquei.;investimento;alta
Descontaram 68 reais de empréstimo que não contratei. Meu saldo foi comprometido. Seria bom resolver essa semana.;conta;media
Atendimento automático é inútil. Fico em loop sem solução. Não é emergência mas preciso resolver. Att, {nome}.;atendimento;media
Eae. Fizeram pix da minha conta de madrugada. Não fui eu e quero bloquear.;pix;alta
Estornaram R$ 3634 do pix que eu tinha recebido. Preciso desse valor.;pix;media
Abri processo no Procon e quero posição. Protocolo 105166819.;atendimento;media
Verificação de identidade tá falhando. a câmera trava. quando tiver um tempinho.;cadastro;baixa
Oi gente. Apliquei R$10.532,50 e dinheiro saiu da conta mas não aparece. Preciso saber onde tá meu dinheiro.;investimento;alta
Alô. Esqueci minha senha e quero redefinir. Posso fazer pelo app. Pode ser no prazo normal. Abraço.;seguranca;baixa
Quero adicionar mais segurança na conta. Vi que tem essa opção. Quero só entender melhor.;seguranca;baixa
Oi gente. Minha renda mudou e quero atualizar. Pode ser pelo app. Agradeço a atenção.;cadastro;baixa
Alô. Tentei todas opções do chatbot. Nenhuma opção se aplica ao meu caso. Fico no aguardo.;atendimento;media
Opa, tudo bem. Debitaram R$ 20.020,52 como saque e eu não saquei. Nem fui no caixa eletrônico. Tô completamente bloqueado financeiramente.;conta;alta
Quero abrir conta conjunta com Manuela. Qual o processo.;conta;baixa
Tem seguro e tarifa na parcela que não explicaram. Quando contratei mostraram outro valor.;emprestimo;media
Pessoal. Alguém resgatou meu CDB d liquidez diária d 6745 reais sem autorização. Minha carteira tá zerada. O prejuízo tá aumentando a cada dia.;investimento;alta
Oi. Ouvidoria respondeu com texto genérico. Problema continua igual. Desde já agradeço.;atendimento;media
Preciso info sobre empréstimo com garantia. Quero comparar com outros bancos.;emprestimo;baixa
Cobraram parcela de R$713,88 que já paguei. Quero estorno imediato.;emprestimo;baixa
Fiz um pix de r$23.658,98 para clara faz quase um mês. e o dinheiro sumiu, não chegou no destino e não voltou pra mim.;pix;media
Boa noite. Como adicionar titular na conta. Qual o processo. O que eu faço?;conta;baixa
Pagaram boleto fraudulento da minha conta. Preciso de estorno. Espero que resolvam.;seguranca;media
Prazo do investimento mudou sem aviso. Afeta meu planejamento financeiro.;investimento;media
Quero adicionar mais segurança na conta. É pelo app mesmo. Preciso de uma solução em breve.;seguranca;media
Eae. Apareceu parcela de empréstimo debitando direto da conta. Meu saldo foi comprometido. Obrigado desde já.;conta;alta
Rendimento dos últimos meses tá abaixo do CDI. Deveria render 3.1% e rende menos. Espero uma solução.;investimento;media
Não consigo atualizar meus dados pelo app. Preciso atualizar pra receber cartão. Quero resolver logo pra não dar problema.;cadastro;media
Mudei de celular e preciso atualizar número. Verificação vai pro contato antigo que não tenho. Tô perguntando pra me organizar.;conta;baixa
Não consigo atualizar meus dados pelo app. Já reiniciei o app.;cadastro;media
Oi gente. Me mandaram link suspeito pelo WhatsApp dizendo ser do banco. Quero confirmar se é golpe.;seguranca;media
E aí. Como paro de receber extrato em papel. É só desativar.;cadastro;baixa
Olá. Muito decepcionado com o banco. Liguei 3 vezes e ninguém resolve. Vou pro Procon. Valeu pela ajuda.;atendimento;media
Parcela venceu e não consigo segunda via. Quero entender a diferença no valor.;emprestimo;alta
Preciso informar nova renda. Pode ser pelo app. Nada grave. Espero uma solução.;cadastro;baixa
Opa, tudo bem. Quero protocolo do último atendimento. Me deram número errado. Att, {nome}.;atendimento;baixa
Mudei de cidade e quero atualizar cadastro. Preciso mandar comprovante. Sem pressa. Att.;cadastro;baixa
Apareceram pix que eu não fiz totalizando R$ 26,02. Já bloqueei a conta mas o dinheiro já saiu.;pix;alta
Clonaram meu WhatsApp e pedem pix usando minha chave. Preciso bloquear minha chave urgente. Meu salário tá preso e preciso pagar aluguel.;pix;alta
Informe tá com valores errados. É pra declaração do imposto. Desde já agradeço.;investimento;baixa
Quero cancelar débito automático e o app não permite. Preciso estorno do duplicado. Se demorar mais vai complicar.;conta;media
Preciso da segunda via do comprovante de residência cadastrado. Direito pela LGPD. Preciso resolver antes do vencimento.;cadastro;media
Onde vejo saldo devedor atualizado?. Não encontro no app.;emprestimo;baixa
Tá faltando dado no cadastro e bloqueia operações. Tá impedindo transferências. Preciso de uma posição.;cadastro;media
Documentos enviados e cadastro não atualizou. Preciso que validem. Preciso de uma posição.;cadastro;media
Gerei cartão virtual e expirou antes de usar. Já tentei gerar vários e todos dão problema. Quando tiver um tempinho.;cartao;baixa
Mudei de cidade e quero atualizar cadastro. Como faço pelo app. O problema pode ser no cadastro. Preciso de retorno.;cadastro;baixa
Não consigo gerar cartão virtual, dá não carrega. Outros bancos funcionam normalmente.;cartao;baixa
Meu investimento de 131 reais foi liquidado sem eu pedir. Não fui eu.;investimento;alta
E aí pessoal. Tentei parcelar fatura e deu erro de conexão. Preciso dividir porque não consigo pagar à vista. Preciso de uma solução em breve.;cartao;media
Pessoal. Quero simular empréstimo de R$ 23245. Sou servidor, fazem consignado. O atendimento não soube explicar. É mais pra controle mesmo. Grata.;emprestimo;baixa
Ouvidoria respondeu com texto genérico. Nem confirmação de recebimento mandaram.;atendimento;media
Preciso atualizar número do celular. Preciso ir na agência. Sem correria.;cadastro;baixa
Banco pede pra completar cadastro mas app não deixa. Não sei qual dado falta.;cadastro;media
Pessoal. Apareceu débito de R$ 4976 que não reconheço. Preciso de estorno e investigação. Tô sendo cobrado por algo que já paguei.;conta;alta
Oi. Mesma compra aparecendo duas vezes. Quero que removam a duplicata. Quero evitar que piore. Grato pela atenção.;cartao;media
Gerei cartão virtual e expirou antes de usar. Tentei em várias lojas e nenhuma aceita. Minha conta tá com problema também.;cartao;baixa
Pedi transferência faz um mês e não fizeram. Quero levar tudo pra outra instituição.;investimento;media
Recebi devolução de R$ 27.494,83 mas veio menos. Já tentei contato com destinatário e não resolve.;pix;baixa
Reclamei no BC e responderam lá mas não resolveram. Quero solução real não texto padrão. O problema é com meu cartão. Preciso que analisem isso. Valeu.;atendimento;media
Oi. Pix agendado de 10316 reais foi cancelado pelo banco. Preciso que reprocessem. Att, {nome}.;pix;media
Não consigo atualizar meus dados pelo app. Aparece timeout.;cadastro;media
E aí pessoal. Celular foi furtado e precisam bloquear acesso. Não sei se tinham biometria.;seguranca;media
Cancelei assinatura da Drogasil de manhã cedo e continuam cobrando. Quero que bloqueiem cobranças dessa loja. O que eu faço?;cartao;media
Como atualizo minha renda no cadastro. pra aumentar limite.;cadastro;media
Sou iniciante e quero orientação. Quero algo seguro. Sem pressa.;investimento;baixa
Oi. Reclamei no Reclame Aqui e sem retorno. Quero que se manifestem. Seria bom resolver essa semana.;atendimento;media
Oi. Cartão foi roubado e fizeram R$ 112,43 em compras. Preciso cancelar compras feitas após o roubo.;cartao;alta
Débito automático da conta de luz não foi feito. O botão de cancelar não funciona.;conta;media
Meu endereço tá desatualizado no sistema. Qual documento aceita. Seria bom resolver essa semana.;cadastro;media
Boa tarde. O pix duplicou, enviei 36 reais uma vez e debitaram duas. Agora faltou dinheiro pra pagar outras contas. Preciso do dinheiro pra pagar conta que vence hoje.;pix;alta
Quero abrir conta conjunta com Thiago. Tem alguma restrição.;conta;media
Oi. Alguém ligou sabendo meu saldo. Falha grave de segurança. Preciso resolver questão da conta. Agradeço a atenção.;atendimento;alta
Transferência de R$ 870,60 saiu da conta mas nao chegou. Preciso que rastreiem. Gostaria de um retorno essa semana.;conta;media
CET muito diferente do informado. Os juros combinados não são esses.;emprestimo;media
Boa noite. Cobrando dívida que já prescreveu. Quero registrar reclamação formal. Att, {nome}.;emprestimo;media
Olá. Tentei várias vezes atualizar e não vai. Trava na hora de confirmar. Att, {nome}.;cadastro;baixa
Não consigo cadastrar minha chave pix. Diz que já tá em uso em outro banco. Obrigado desde já.;pix;baixa
Meu limite diminuiu de 31 reais sem aviso. Sou cliente há anos com bom histórico.;cartao;media
Oi. Tão cobrando TED sendo que deveria ser grátis. Quero estorno e cancelamento. Seria bom resolver essa semana. Obrigado.;conta;media
Notificação de login de cidade diferente. Preciso bloquear acesso. Tô tendo prejuízo financeiro real.;seguranca;alta
Fiz upload dos documentos mas nada mudou. Já mandei tudo que pediram. Já tentei resolver sozinho e não consegui.;cadastro;media
Pessoal. Preciso do histórico de pagamentos. No app só mostra parcela, não o total. Conto com vocês.;emprestimo;baixa
Imposto sobre investimento tá errado. Quero detalhamento. Gostaria de um retorno essa semana. Valeu.;investimento;media
Olá. Preciso da segunda via do comprovante de residência cadastrado. Quero conferir se tá certo.;cadastro;baixa
Boleto veio com valor diferente da parcela. Preciso pagar urgente pra não negativar. Meu salário tá preso e preciso pagar aluguel.;emprestimo;alta
Eae. Quero trocar bandeira do cartão. Como faço pelo app. Quero só entender melhor. Espero uma solução.;cartao;baixa
Preciso de segunda via do comprovante pix de R$15.258,59. O app não gera PDF do comprovante. Queria só uma informação. Aguardo retorno.;pix;baixa
CDB ou poupança, qual rende mais. Quero o mais seguro. Tô só conferindo.;investimento;baixa
Cheque especial ativado sem pedir. Quero cancelar e estornar juros. Abraço.;conta;alta
Ouvidoria respondeu com texto genérico. Problema continua igual. Preciso resolver antes do vencimento.;atendimento;media
Como vincular ao Apple Pay ou Google Pay?. Qual o procedimento. Quero resolver com calma.;cartao;baixa
Oi, boa noite. Estornaram R$ 464,04 do pix que eu tinha recebido. Quem autorizou a devolução.;pix;media
Não sei preencher os investimentos na declaração. Qual campo usar.;investimento;baixa
Alô. Desconto continua mesmo depois de quitado. Quero reverter portabilidade. Não consigo fazer nenhuma operação financeira. Valeu.;emprestimo;alta
Boa noite. Quero mudar perfil de investidor. Questionário dá erro quando refaço. Nada grave. Grata.;investimento;baixa
Boa tarde. Fiz compra de 17755 reais na um site que não conheço e não recebi cashback. Outros clientes receberam e eu não.;cartao;baixa
Eae. CET muito diferente do informado. Os juros combinados não são esses. Gostaria de um retorno essa semana. Valeu pela ajuda.;emprestimo;media
Quero trocar meu telefone de contato. Tenho novo número.;cadastro;baixa
Solicitei devolução pelo MED e o prazo passou. Quero saber o status da solicitação.;pix;media
Bloqueei por precaução e agora não consigo desbloquear. Preciso do cartão pra viagem amanhã.;cartao;alta
Boa noite. Preciso incluir minha esposa na conta. Pode ser pelo app. Grato pela atenção.;conta;baixa
Parcela venceu e não consigo segunda via. O app dá tente novamente mais tarde.;emprestimo;alta
Faz desde semana passada que tento contato sem sucesso. Chat só tem bot e não resolve.;atendimento;media
Oi, boa noite. Pedi portabilidade de salário e não efetivou. A empresa confirmou.;conta;media
Quero cadastrar email pra receber notificações. Preciso confirmar. Preciso verificar meu cadastro também.;cadastro;baixa
Não consigo gerar cartão virtual, dá falha no servidor. Preciso comprar algo urgente online.;cartao;baixa
E aí. Chatbot não entende meu problema. Nenhuma opção se aplica ao meu caso. Podem me ajudar?;atendimento;media
Boa tarde. Preciso ir presencialmente, qual endereço. É pra resolver pendência. Espero que resolvam.;atendimento;media
Olá. Onde vejo saldo devedor atualizado?. No app só mostra parcela, não o total. Agradeço a atenção.;emprestimo;baixa
Meu endereço foi mudado e não fui eu. Quero investigação.;cadastro;alta
Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança. Tô sem conseguir pagar minhas contas por causa disso. Grata.;cadastro;alta
Verificação de identidade tá falhando. Luz tá ok mas não aceita.;cadastro;media
Ola. App pede token mas não chega SMS. Preciso do token pra transferência.;seguranca;media
O atendente Manuela foi excelente. Fiquei muito satisfeito. Quero resolver com calma. Fico no aguardo.;atendimento;baixa
Tem seguro de R$19.473,51 na fatura que nunca contratei. Quero explicação detalhada dessa cobrança. Espero uma solução.;cartao;media
Meu investimento de R$ 3.474,49 foi liquidado sem eu pedir. Minha carteira tá zerada.;investimento;alta
Eae. Meu cadastro tá incompleto e não consigo usar serviços. Tá impedindo transferências. Preciso verificar meu cadastro também. Att, {nome}.;cadastro;media
Oi. Quero pagar parcelas adiantadas mas app só quita tudo. Quero a diferença de volta.;emprestimo;baixa
E aí. Tem seguro de 125 reais na fatura que nunca contratei. Preciso que corrijam antes do vencimento. Preciso que analisem isso. Att, {nome}.;cartao;media
App do banco tá fora do ar desde há 20 dias. Preciso fazer operações. Podem me ajudar?;atendimento;media
Quero protocolo do último atendimento. Preciso pra reclamação. Nada grave.;atendimento;baixa
Parcela subiu de R$ 131 pra 127 reais sem aviso. Não quero ficar inadimplente.;emprestimo;media
Mandei um pix de R$ 22.443,11 ontem à noite. e até agora o dinheiro não caiu na conta da pessoa. Obrigada.;pix;media
Como adicionar titular na conta. Quais documentos precisa.;conta;baixa
Qual agência atende no sábado. Qual o horário. Preciso de retorno.;atendimento;baixa
Roubaram minha carteira e tão fazendo compras no cartão. Quero cartão novo o mais rápido possível.;cartao;alta
Oi, boa noite. Quero diversificar além da poupança. Tenho 2479 reais disponível. Posso aguardar. Att, {nome}.;investimento;baixa
App caiu e não consigo acessar nada. Muita gente reclamando. Valeu.;atendimento;media
Olá. Rendimento do CDB pré-fixado tá muito abaixo do prometido. Não me avisaram do risco. Espero uma solução.;investimento;media
App caiu e não consigo acessar nada. Não é só comigo. Abraço.;atendimento;media
Parcela atrasou porque boleto não foi gerado. Preciso de prazo maior ou valor menor. Conto com vocês.;emprestimo;media
Resgate parcial e saldo restante errado. Diferença é de 15 reais. Queria que agilizassem.;investimento;media
Quero cancelar recebimento de correspondência fisica. Tem opção no app. Quando puderem me responder.;cadastro;baixa
Reclamei no BC e responderam lá mas não resolveram. Nem confirmação de recebimento mandaram.;atendimento;media
Oi. Devolveram pix que recebi sem minha autorização. Não pedi devolução nenhuma. Grata.;pix;alta
Não consigo gerar cartão virtual, dá timeout. Outros bancos funcionam normalmente.;cartao;baixa
Opa, tudo bem. Sistema do banco tá instável. Preciso fazer operações. Espero uma solução.;atendimento;media
Fiz quitação e cobraram mais que o informado. O desconto deveria ser maior pela antecipação. Sem pressa. Obrigado.;emprestimo;baixa
Meu limite diminuiu de R$482,81 sem aviso. Preciso do limite pra compra importante.;cartao;media
Tiraram R$138,17 da conta sem autorização. No extrato aparece como débito automático que nunca autorizei.;conta;alta
Meu endereço tá desatualizado no sistema. Preciso mandar comprovante. Pode responder quando der.;cadastro;baixa
Oi, boa noite. Preciso de conta empresarial. Quero pra minha empresa.;cadastro;baixa
Boa noite. Quanto de imposto pago se resgatar agora?. Quero calcular antes de resgatar.;investimento;baixa
Meu limite zerou sem compra pendente. Preciso de limite temporário pra emergência. Fizeram transações na minha conta sem eu autorizar.;cartao;alta
Boa tarde. Depois da atualização o app não funciona. Já limpei cache e dados do app. Preciso que analisem isso.;conta;media
E aí. App dá erro quando tento mudar cadastro. Aparece dados inválidos. Espero que resolvam.;cadastro;media
Não consigo pagar parcela d R$ 62 que vence essa semana. Agora vai ter multa e nao foi minha culpa. Espero que resolvam.;emprestimo;media
Agendei pix de R$ 19,22 e não foi feito na data. Eu não cancelei nada, o sistema fez sozinho.;pix;media
Opa, tudo bem. Não consigo falar com ninguém do banco. Como falo com vocês se nada funciona. Quero evitar que piore.;atendimento;media
Não consigo atualizar meus dados pelo app. Aparece tela branca.;cadastro;media
Conta restrita por pendência no CPF. Na Receita Federal tá tudo regular. Não posso ficar sem acesso à minha conta.;conta;alta
Notificação de login de cidade diferente. Minha senha pode ter vazado. Preciso do estorno porque o valor é alto. Obrigado desde já.;seguranca;alta
Oi. Conta bloqueada há no fim de semana e já mandei todos os documentos. Já mandei tudo que pediram e ninguém resolve.;conta;alta
Meu CDB de liquidez diária tá com rentabilidade negativa. Quero trocar de produto.;investimento;media
Eae. O pix duplicou, enviei R$ 1.017,42 uma vez e debitaram duas. Agora faltou dinheiro pra pagar outras contas.;pix;alta
Boa tarde. Quero ativar autenticação em duas etapas. É pelo app mesmo. Grata.;seguranca;media
Preciso de conta empresarial. Qual documentação. Valeu.;cadastro;baixa
Meu cartão foi clonado e tem compras que não fiz. Total de 12078 reais em lojas que nunca usei. Preciso contestar. Tô sem acesso ao meu dinheiro.;cartao;alta
Opa, tudo bem. Fico 40 min na espera e cai a ligação. Como falo com vocês se nada funciona. Abraço.;atendimento;media
Me transferiram 5 vezes entre setores. Fiquei 2 horas no telefone sem resolver.;atendimento;media
Oi. Colei a chave pix errada e mandei R$ 44,42. Tentei contato com a pessoa mas não responde. Fizeram transações na minha conta sem eu autorizar. Grato pela atenção.;pix;alta
Alô. Simulei empréstimo e quero entender as taxas. Quero as melhores condições. Preciso de retorno.;emprestimo;alta
Boa tarde. Qual a taxa pra empréstimo com garantia. Tô pesquisando opções.;emprestimo;baixa
O banco diz que meu CPF tem pendência. Na Receita Federal tá tudo regular. Sem correria.;conta;baixa
CONTRATO DO EMPRÉSTIMO TEM CLÁUSULAS DIFERENTES DO COMBINADO. QUERO REVER AS CONDIÇÕES.;emprestimo;media
Cobranças agressivas de dívida que não é minha. Tô pagando certinho.;emprestimo;media
Quero parcelar fatura de R$ 15425 e o app não oferece. Preciso de mais parcelas pra caber no orçamento.;cartao;media
Prazo de 15 dias venceu sem solução. Preciso de data concreta. Espero que resolvam.;atendimento;media
Cartão novo veio com nome errado. O prazo informado já passou faz tempo.;cartao;baixa
Mudei de cidade e quero atualizar cadastro. Qual documento aceita.;cadastro;baixa
PRAZO DO INVESTIMENTO MUDOU SEM AVISO. AFETA MEU PLANEJAMENTO FINANCEIRO. TÁ ME ATRAPALHANDO. AGRADEÇO A ATENÇÃO.;investimento;media
Quero acessar meu cadastro completo. É pra financiamento. É mais pra controle mesmo.;cadastro;baixa
Meu email antigo não existe mais. Como faço pelo app. Pode ser no prazo normal.;cadastro;baixa
Notificação de login de cidade diferente. Quero trocar todas as senhas. Valeu pela ajuda.;seguranca;alta
Alguém mudou o email e telefone da minha conta. Não fui eu. Fizeram transações na minha conta sem eu autorizar.;seguranca;alta
Boa noite. Proventos não creditados na data. Valor informado era outro. Preciso de uma solução em breve. Obrigada.;investimento;media
Tentei várias vezes atualizar e nao vai. Aparece dados inválidos. Quero resolver antes que vire um problema maior.;cadastro;media
Vi meu email numa lista de dados vazados. Preciso trocar todas as senhas. Já tentei resolver sozinho e não consegui.;seguranca;media
CET muito diferente do informado. No contrato era pra ser menos.;emprestimo;media
Fui fazer compra d 41 reais e o cartão foi recusado. Já reiniciei o app e nada mudou.;cartao;alta
Quero cancelar cartão de crédito mantendo a conta. Preciso de orientação.;cartao;baixa
Não consigo mais entrar na conta e não fui eu que troquei a senha. Preciso recuperar acesso urgente. Tão descontando dinheiro da minha conta sem autorização.;seguranca;alta
Preciso atualizar nome após casamento. Tenho certidão. Tô perguntando pra me organizar.;cadastro;baixa
Boa noite. App pede token mas não chega SMS. Tá travando tudo. Preciso de uma posição.;seguranca;media
Preciso resgatar 94 reais e dá limite excedido. Disseram que tinha liquidez diária.;investimento;alta
Bom dia. O app diz que documento tá vencido. Mandei documento atualizado e nao aceitaram.;conta;alta
Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança.;cadastro;alta
Esqueci minha senha e quero redefinir. Quanto tempo demora. Tô perguntando pra me organizar.;seguranca;baixa
Salário caiu na conta antiga em vez da nova. Tô sem acesso ao salário. Meu cartão também foi afetado.;conta;media
Tiraram R$ 62,60 da conta sem autorização. Parece que alguém movimentou minha conta. Meu nome tá sujo por erro do banco.;conta;alta
Como trocar minha senha do app. Qual o processo.;seguranca;baixa
Preciso do informe de rendimentos da poupança. O formato do app não serve. Queria só uma informação. Grata.;conta;baixa
Olá. Perdi dinheiro no Tesouro Selic. Isso era pra ser conservador. Preciso resolver isso em breve. Att, {nome}.;investimento;media
CONSIGNADO DEBITANDO MAS NAO CONTRATEI. PRECISO CANCELAR O DESCONTO.;emprestimo;alta
Oi, boa noite. Quero diversificar além da poupança. Tenho R$ 9153 disponível.;investimento;baixa
Opa. Recebi notificação de conta aberta q não solicitei. Já tenho prejuízo. Quero só entender melhor. Agradeço a atenção.;seguranca;baixa
Oi. Tentei todas opções do chatbot. Fico em loop sem solução. Gostaria de um retorno essa semana. Agradeço a atenção.;atendimento;media
Oi gente. Me transferiram 2 vezes entre setores. Ninguém assume responsabilidade. Att.;atendimento;media
Fiz depósito de 1299 reais faz um mês e não apareceu. O dinheiro sumiu sem transação correspondente.;conta;alta
Quero simular empréstimo de R$ 32,98. Preciso de R$ 32,98 pra reforma.;emprestimo;baixa
Esqueci minha senha e quero redefinir. Preciso ir na agência. Sem pressa. Obrigada.;seguranca;baixa
Tem compra de 26174 reais no cartão virtual que não fiz. Nunca cadastrei nesse site. Minha renda tá comprometida por essa cobrança.;cartao;alta
Boa tarde. Conta ficou negativa em R$ 1.782,83 sem autorizar. Nunca pedi esse serviço.;conta;alta
Fiz upload dos documentos mas nada mudou. Já mandei tudo que pediram. Aguardo retorno.;cadastro;media
Atendente disse que não gera protocolo. Como não gera? É obrigatório. Tô completamente bloqueado financeiramente.;atendimento;alta
Quero declaração de quitação. É pra financiamento. Quando tiver um tempinho. Conto com vocês.;conta;baixa
Bot me mandou pro FAQ que não tem relação. Preciso de pessoa real. Preciso resolver antes do vencimento.;atendimento;media
Oi. Fiz pix ontem e preciso do comprovante. Não consigo achar no app. Queria só uma informação.;pix;baixa
Alguém alterou meu cadastro sem autorização. Podem estar tentando fraude. Meu cartão tá sendo usado por terceiros agora.;cadastro;alta
Colei a chave pix errada e mandei R$ 48,49. A pessoa não quer devolver.;pix;alta
Eae. Quero encerrar mas o app diz que tem pendências. Já paguei tudo e mesmo assim não deixa.;conta;baixa
Alguém tá usando meu cartão neste momento. Já são 90 reais em compras. Grata.;cartao;media
Nunca investi e quero entender as opções. Quero entender riscos.;investimento;baixa
Quero cancelar recebimento de correspondência física. Quero ajudar o meio ambiente. Pode ser no prazo normal.;cadastro;baixa
Pagaram boleto fraudulento da minha conta. Preciso de estorno. Fizeram transações na minha conta sem eu autorizar.;seguranca;alta
FICO 40 MIN NA ESPERA E CAI A LIGAÇÃO. COMO FALO COM VOCÊS SE NADA FUNCIONA.;atendimento;media
E aí pessoal. Quero pagar parcelas adiantadas mas app só quita tudo. Como faço pelo app. Pode responder quando der.;emprestimo;baixa
Oi. Tem seguro de R$ 53 que nunca autorizei. Quero entender essa cobrança.;conta;media
O app diz que documento tá vencido. Mandei documento atualizado e não aceitaram. Tão descontando dinheiro da minha conta sem autorização.;conta;alta
Preciso do contrato do emprestimo. Não encontro no app. Quero só entender melhor.;emprestimo;baixa
Colei a chave pix errada e mandei R$ 24955. O valor era pra Diego e foi pra outra pessoa. Meu nome tá sujo por erro do banco. Fico no aguardo.;pix;alta
Vou reclamar no Banco Central. Atendimento ñ funciona e app dá erro.;atendimento;media
Não consigo pagar parcela de R$ 4.063,16 que vence essa semana. Agora vai ter multa e não foi minha culpa. Quero resolver logo pra não dar problema.;emprestimo;media
Sistema do banco tá instável. Quando volta ao normal. Preciso resolver questão da conta. Nada grave. Podem me ajudar?;atendimento;baixa
Quero juntar duas dívidas em uma. Parcelas de R$ 100 tão muito altas.;emprestimo;media
Tô vendo compras sendo feitas no meu cartão em tempo real. Como bloqueio de emergência. O que eu faço?;cartao;alta
